id_noticia,author_id,tweet_id,created_at,site,text,rotulacao_manual,id_rotulador
24,1243696715477196807,1278291708661452800,2020-07-01,G1,não preciso ser negro pra ser contra o racismo não preciso morar numa favela pra querer justiça pelos mais pobres,-1,M
20,967538868105949184,1175527264429232130,2019-09-21,Folha,pq a playboizada tem que dar uns tecos e fumar um,0,S
18,1131949272855916545,1163801080028979200,2019-08-20,UOL,"eu tô, mas mais pelos sobreviventes, a situação não tava 100% controlada, era oque tinha que ser feito",1,M
20,3087749049,1175431072651382785,2019-09-21,Folha,"q pesadilla la q vive brasil, aquí en argentina estamos saliendo, todo se termina fuerza hermanos brasileños!!",0,G
24,1125965993627590657,1278421945843884033,2020-07-01,G1,"ó a mentalidade do cara vei kkkkk cobro a polícia pq ela é paga pra proteger, animal",-1,G
20,3434584691,1175407794561921026,2019-09-21,UOL,"vai tomar no cu , filho da puta",-1,G
18,33991083,1163796617021087747,2019-08-20,G1,o cpf foi cancelado! kkkkkkkkkkkk,-1,G
18,363006814,1163911352412516352,2019-08-20,UOL,já morreu tarde,-1,G
21,2275324711,1457003715722874883,2021-11-06,UOL,"acho que tem truculência policial pra caramba, mas nesse caso acho que a covarde da situação é a mãe que colocou seus 2 filhos em risco ela estava com uma arma na bolsa, e por isso resistiu a prisão",0,S
18,501293753,1163802984435896320,2019-08-20,UOL,é isso aí um tiro pra acabar logo com essa bagaça pra não virar filme no futuro,-1,G
18,143775432,1163808721652183040,2019-08-20,Folha,o que é “tameaçou”?,-1,G
26,972569242418712576,1390712446365671425,2021-05-07,Folha,"kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk, eu não li isso",0,S
26,1370885147428536320,1390342558505652231,2021-05-06,G1,"vai tomar no seu cú, fdp",-1,G
25,1094582473718140929,1131660873880264704,2019-05-23,UOL,"se o brasil necessita de heróis, não é preciso ir muito longe para encontrar um deles joão cândido felisberto (18801969 foi o principal líder da revolta da chibata, ocorrida no rio de janeiro em 1910, que acabou com os castigos corporais na marinha de guerra",-1,S
23,591225937,1262735916529004545,2020-05-19,G1,a s s a s s i n a d o pela polícia,-1,S
22,1384547449671495684,1409503221127729160,2021-06-28,G1,aaaa entendi entendi,0,M
24,68587497,1278289384933031936,2020-07-01,G1,"cigarros e bebidas têm cerca de 70% do preço em impostos maconha legal estaria assim haveria tráfico e plantação ilegal mais, menos? em nenhum país, que eu saiba, há liberação total existem limites de quantidade a comprar ou plantar passar dos limites é ilegal",-1,M
23,873509535889186818,1262854561452212224,2020-05-19,G1,"o menor estava na sua própria casa, a polícia invade e atira no abdômen da criança e pior transporta o corpo por 40km sem parar em um hospital para o atendimento o estado desde a primeira república está contra nós! organização genocida do caralho!",-1,S
21,968761523572281346,1457152143534825476,2021-11-07,Folha,"covardes, bandidos fardados!",-1,S
26,1148341119178170369,1390458462631604228,2021-05-07,Folha,hj o psol e o pt=quadrilha perdeu 22 eleitores  meus sentimentos aos familiares do pm morto,-1,S
20,172747305,1175400138317193217,2019-09-21,UOL,não era só os bandidos que iriam levar bala?~,-1,S
21,233215553,1457176796886192133,2021-11-07,Folha,"tá falando que mulher é inofensiva, leva pra casa é cria ela e as crianças",-1,G
25,34803166,1131660049573732353,2019-05-23,UOL,83 tiros todos os assassinos livres,0,M
22,1347142742523129859,1409534749836726279,2021-06-28,G1,posicionamento perfeito!!,1,G
21,234582140,1457004651883139081,2021-11-06,Folha,"se eu te mandar tomar no cu é porque vc me deu motivo, otário mamador de milico!",-1,S
20,474620376,1175560636773871616,2019-09-22,Folha,"pelo ""belo"" trabalho q jornalixos se dedicaram a fazer incentivando o ódio à politica simplesmente pq o partido q governava o país nao era o da elite vcs ajudaram e alimentaram o ódio à politica, daí veio o fascismo parabens!",-1,G
24,1214750175660593155,1278540228035256327,2020-07-02,G1,"mano eu tenho tanto nojo dessas ""balas perdidas"", crianças morrem por causa disso e parece que as pessoas não vêm isso",-1,S
23,1194079458514415616,1262762518205755394,2020-05-19,G1,manda solicitação la q eu aceito,0,S
21,1338286496172929025,1457055097364623363,2021-11-06,G1,nossa coitadinha da mulher que estava armada,-1,M
18,273564149,1163794565205233665,2019-08-20,G1,sequestrador de ônibus na ponte rioniterói é morto foram três horas e meia de cerco | rio de janeiro | g1 vagabundo tem que tratar assim mesmo,0,S
25,1183104727913062400,1197241127964958720,2019-11-20,G1,"não condiz com a realidade de sp? condiz com a realidade do resto do país? você viu a reportagem da morte do músico evaldo rosa, morto com 9 tiros, foram disparados 83 tiros contra o veículo da vítima isso é normal? devemos passar pano?",-1,G
26,134259845,1390632923246833666,2021-05-07,Folha,hipócrita vc não se importa com a vida de ninguém vc é uma mentira,-1,G
20,210630000,1175473358244388864,2019-09-21,Folha,"e a milicia do narcotraficante assassina e contrabandista de armas podem fazer o que querem? os verdadeiros chefões do tráfico de drogas, são milicianos, grandes empresários , políticos e até juízes, nas favelas só têm soldadinhos subordinados",-1,S
18,918278783446241280,1163826777506140160,2019-08-20,Folha,"só pelo susto que o vagabundo deu, já valeu o abate! de agora em diante vai ser assim #caveira",-1,M
25,211611927,1115261035206840323,2019-04-08,G1,"o “estado” não pode ter o erro como opção continuamos na velha máxima, atirar primeiro e pergunta depois obs daqui a pouco vem algum otario pra fala que foi legítima defesa",-1,S
21,205972968,1457019912908677126,2021-11-06,Folha,isso não justifica por em risco a integridade física e a vida de uma criança balança estranha essa,-1,G
20,2751225672,1175404070150004736,2019-09-21,UOL,logo quando? quando esse genocídio vai acabar? os fins justificam os meios?,-1,M
23,1244706574637182983,1263505008022126597,2020-05-21,G1,sim amigo me descullpe porrrr exiistir,0,M
21,1029883467931287552,1456983491216879622,2021-11-06,Folha,os pm's merecem demissão e prisão com pena máxima com prisão em cela comum,-1,M
24,79810129,1278310849556426753,2020-07-01,G1,ta aí uma informação que não sabia mostra que o problema está enraizado há tempos,-1,S
22,1251687695874695168,1409521142591897607,2021-06-28,G1,pelo jeito não!,0,M
26,1216478678646972417,1390642106176245761,2021-05-07,Folha,"e traficantes e milicianos fazem o mesmo com a comunidade, policiais sequestrados e opositores tudo com a segurança de dominar uma área onde a polícia não entraria isso só fortalece bandidos que quando pegos são soltos eles têm que ficar presos para sairmos desse loop de horror",-1,M
18,1131949272855916545,1163801406572290048,2019-08-20,UOL,esse tipo de abordagem nessas situações de alto risco eu acho ok mas não sou a favor da pena de morte,-1,S
20,34294222,1175494512522776576,2019-09-21,Folha,escolheram mais um monstro para governar o rio #aculpaedowitzel,-1,G
22,1349841736177217541,1409527861074186243,2021-06-28,G1,tu ta de sacanagem porra?,0,M
